,lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
2002,ZWZJM/,,,,,,,,,,,,,,,,,
2003,ZWXT/,,,,,,,,,,,,,,,,,
2004,ZWJT/,,,,,,,,,,,,,,,,,
2005,ZWL[,,,,,,,,,,,,,,,,,
2006,ZWLH/,undtagen,,,,,,,,,,,,,,,,
2007,ZW<[,,,,,,,,,,,,,,,,,
2008,ZW<H/,,,,,,,,,,,,,,,,,
2009,ZWR==[,,,,,,,,,,,,,,,,,
2010,ZWR=[,,,,,,,,,,,,,,,,,
2011,ZWR[,,,,,,,,,,,,,,,,,
2012,ZZ>/,,,,,,,,,,,,,,,,,
2013,ZXX[,,,,,,,,,,,,,,,,,
2014,ZXL[,,,,,,,,,,,,,,,,,
2015,ZXLT/,Zohelet,,,,,,,,,,,,,,,,
2016,ZJD[,,,,,,,"blive ophidset, behandle groft",,,,,,,,,,
2017,ZJDWN/,,,,,,,,,,,,,,,,,
2018,ZJZ/,,,,,,,,,,,,,,,,,
2019,ZJZ=/,,,,,,,,,,,,,,,,,
2020,ZJZ>/,,,,,,,,,,,,,,,,,
2021,ZJZH/,,,,,,,,,,,,,,,,,
2022,ZJN>/,,,,,,,,,,,,,,,,,
2023,ZJ</,,,,,,,,,,,,,,,,,
2024,ZJP/,,,,,,,,,,,,,,,,,
2025,ZJP=/,,,,,,,,,,,,,,,,,
2026,ZJPH/,,,,,,,,,,,,,,,,,
2027,ZJPJ/,,,,,,,,,,,,,,,,,
2028,ZJQH/,,,,,,,,,,,,,,,,,
2029,ZJT/,"oliven, oliventræ",,,,,,,,,,,,,,,,
2030,ZJTN/,,,,,,,,,,,,,,,,,
2031,ZK/,,,,,,,,,,,,,,,,,
2032,ZKH[,,"være ren, være ulastelig",,rense,,,,,,,,,,,,,
2033,ZKWKJT/,,,,,,,,,,,,,,,,,
2034,ZKWR/,,,,,,,,,,,,,,,,,
2035,ZKWR=/,,,,,,,,,,,,,,,,,
2036,ZKWR==/,,,,,,,,,,,,,,,,,
2037,ZKJ/,,,,,,,,,,,,,,,,,
2038,ZKK[,,,,,,,,,,,,,,,,,
2039,ZKR/,"errindring, minde",,,,,,,,,,,,,,,,
2040,ZKR=/,mand,,,,,,,,,,,,,,,,
2041,ZKR==/,,,,,,,,,,,,,,,,,
2042,ZKR[,,huske,,,,,"nævne, gøre kendt",,,,,,,,,,
2043,ZKRWN/,,,,,,,,,,,,,,,,,
2044,ZKRJ/,,,,,,,,,,,,,,,,,
2045,ZKRJH/,,,,,,,,,,,,,,,,,
2046,ZKRJHW/,,,,,,,,,,,,,,,,,
2047,ZLZLJM/,,,,,,,,,,,,,,,,,
2048,ZLL[,,,,,,,,,,,,,,,,,
2049,ZL<PH/,,,,,,,,,,,,,,,,,
2050,ZLPH/,,,,,,,,,,,,,,,,,
2051,ZLT/,,,,,,,,,,,,,,,,,
2052,ZMH/,,,,,,,,,,,,,,,,,
2053,ZMH=/,,,,,,,,,,,,,,,,,
2054,ZMWRH/,,,,,,,,,,,,,,,,,
2055,ZMZMJM/,,,,,,,,,,,,,,,,,
2056,ZMJR/,,,,,,,,,,,,,,,,,
2057,ZMJR=/,,,,,,,,,,,,,,,,,
2058,ZMJRH/,,,,,,,,,,,,,,,,,
2059,ZMM/,,,,,,,,,,,,,,,,,
2060,ZMM[,,"planlægge, udtænke",,,,,,,,,,,,,,,
2061,ZMN/,,,,,,,,,,,,,,,,,
2062,ZMN[,,,,,,,,,,,,,,,,,
2063,ZMR/,,,,,,,,,,,,,,,,,
2064,ZMR=[,,,,,,,,,,,,,,,,,
2065,ZMR[,,,,"lovprise, synge",,,,,,,,,,,,,
2066,ZMRH/,"spil, musik",,,,,,,,,,,,,,,,
2067,ZMRH=/,,,,,,,,,,,,,,,,,
2068,ZMRJ/,,,,,,,,,,,,,,,,,
2069,ZMRJ=/,,,,,,,,,,,,,,,,,
2070,ZMRN/,,,,,,,,,,,,,,,,,
2071,ZN/,,,,,,,,,,,,,,,,,
2072,ZNB/,"hale, ende",,,,,,,,,,,,,,,,
2073,ZNB[,,,,,,,,,,,,,,,,,
2074,ZNH=[,,,,,,,,,,,,,,,,,
2075,ZNH[,,"være utro, have sex uden for ægteskab",,,,,,,,,,,,,,,
2076,ZNWX/,,,,,,,,,,,,,,,,,
2077,ZNWX=/,,,,,,,,,,,,,,,,,
2078,ZNWNJM/,,,,,,,,,,,,,,,,,
2079,ZNWT/,,,,,,,,,,,,,,,,,
2080,ZNX=[,,,,,,,,,,,,,,,,,
2081,ZNX[,,,,,,,,,,,,,,,,,
2082,ZNQ[,,,,,,,,,,,,,,,,,
2083,Z<H/,sved,,,,,,,,,,,,,,,,
2084,Z<WH/,,,,,,,,,,,,,,,,,
2085,Z<WN/,,,,,,,,,,,,,,,,,
2086,Z<JR/,,,,,,,,,,,,,,,,,
2087,Z<K[,,,,,,,,,,,,,,,,,
2088,Z<M/,,,,,,,,,,,,,,,,,
2089,Z<M[,,,,,,,,,,,,,,,,,
2090,Z<P/,rase,,,,,,,,,,,,,,,,
2091,Z<P=/,,,,,,,,,,,,,,,,,
2092,Z<P[,,være bekymret,,,,,,,,,,,,,,,
2093,Z<Q[,,råbe,,,,,"udråbe, kalde til våben",,,,,,,,,,
2094,Z<QH/,,,,,,,,,,,,,,,,,
2095,ZPRWN/,,,,,,,,,,,,,,,,,
2096,ZPT/,,,,,,,,,,,,,,,,,
2097,ZQ/,,,,,,,,,,,,,,,,,
2098,ZQJM/,,,,,,,,,,,,,,,,,
2099,ZQN/,"gammel, ældre person",,,,,,,,,,,,,,,,
2100,ZQN=/,skæg,,,,,,,,,,,,,,,,
2101,ZQN==/,,,,,,,,,,,,,,,,,
2102,ZQN[,,være gammel,,,,,,,,,,,,,,,
2103,ZQNH/,,,,,,,,,,,,,,,,,
2104,ZQNJM/,,,,,,,,,,,,,,,,,
2105,ZQP[,,,,,,,,,,,,,,,,,
2106,ZQQ[,,,,,,,,,,,,,,,,,
2107,ZR/,"fremmed, forbudt, underlig",,,,,,,,,,,,,,,,
2108,ZR=/,,,,,,,,,,,,,,,,,
2109,ZR>/,,,,,,,,,,,,,,,,,
2110,ZRB[,,,,,,,,,,,,,,,,,
2111,ZRBBL/,,,,,,,,,,,,,,,,,
2112,ZRD/,,,,,,,,,,,,,,,,,
2113,ZRH=[,,,,,,,,,,,,,,,,,
2114,ZRH[,,,,,,,,,,,,,,,,,
2115,ZRW</,"arm, underarm",,,,,,,,,,,,,,,,
2116,ZRW<=/,,,,,,,,,,,,,,,,,
2117,ZRZJP/,,,,,,,,,,,,,,,,,
2118,ZRZJR/,,,,,,,,,,,,,,,,,
2119,ZRX/,,,,,,,,,,,,,,,,,
2120,ZRX=/,,,,,,,,,,,,,,,,,
2121,ZRX[,,"skinne, stå op",,,,,,,,,,,,,,,
2122,ZRXJ/,,,,,,,,,,,,,,,,,
2123,ZRXJH/,,,,,,,,,,,,,,,,,
2124,ZRM/,,,,,,,,,,,,,,,,,
2125,ZRM[,,,,,,,,,,,,,,,,,
2126,ZRMH/,,,,,,,,,,,,,,,,,
2127,ZR</,"frø, efterkommer",,,,,,,,,,,,,,,,
2128,ZR<[,,så,,,blive sået,,"sætte frø, få afkom",,,,,,,,,,
2129,ZR<JM/,,,,,,,,,,,,,,,,,
2130,ZR<NJM/,,,,,,,,,,,,,,,,,
2131,ZRQ=[,,,,,,,,,,,,,,,,,
2132,ZRQ[,,"stænke på, strø, sprede",,,,,,,,,,,,,,,
2133,ZRR[,,,,,,,,,,,,,,,,,
2134,ZRC/,,,,,,,,,,,,,,,,,
2135,ZRT/,"håndfuld, ½ alen, ca. 25 cm",,,,,,,,,,,,,,,,
2136,ZTW>/,,,,,,,,,,,,,,,,,
2137,ZTM/,,,,,,,,,,,,,,,,,
2138,ZTR/,,,,,,,,,,,,,,,,,
2139,XB/,,,,,,,,,,,,,,,,,
2140,XB>[,,,"skjule sig, være skjult",,,"holde sig skjult, gemme sig","skjule sig, være skjult",,,,,,,,,,
2141,XBB/,,,,,,,,,,,,,,,,,
2142,XBB[,,,,,,,,,,,,,,,,,
2143,XBH/,,,,,,,,,,,,,,,,,
2144,XBH[,,,,,,,,,,,,,,,,,
2145,XBWR/,,,,,,,,,,,,,,,,,
2146,XBWRH/,"sår, flænge",,,,,,,,,,,,,,,,
2147,XBV[,,,,,,,,,,,,,,,,,
2148,XBJH/,,,,,,,,,,,,,,,,,
2149,XBJWN/,,,,,,,,,,,,,,,,,
2150,XBL/,,,,,,,,,,,,,,,,,
2151,XBL=/,,,,,,,,,,,,,,,,,
2152,XBL==/,sømand,,,,,,,,,,,,,,,,
2153,XBL===/,,,,,,,,,,,,,,,,,
2154,XBL====/,,,,,,,,,,,,,,,,,
2155,XBL=====/,,,,,,,,,,,,,,,,,
2156,XBL======/,,,,,,,,,,,,,,,,,
2157,XBL==[,,,,,,,,,,,,,,,,,
2158,XBL=[,,,,,,,,,,,,,,,,,
2159,XBL[,,tage pant,,,,,,,,,,,,,,,
2160,XBLH/,,,,,,,,,,,,,,,,,
2161,XBLJM/,,,,,,,,,,,,,,,,,
2162,XBYLT/,,,,,,,,,,,,,,,,,
2163,XBYNJH/,,,,,,,,,,,,,,,,,
2164,XBQ/,,,,,,,,,,,,,,,,,
2165,XBQ[,,,,,,,,,,,,,,,,,
2166,XBQWQ/,,,,,,,,,,,,,,,,,
2167,XBR/,,,,,,,,,,,,,,,,,
2168,XBR=/,,,,,,,,,,,,,,,,,
2169,XBR==/,,,,,,,,,,,,,,,,,
2170,XBR===/,,,,,,,,,,,,,,,,,
2171,XBR=[,,,,,,,,,,,,,,,,,
2172,XBR[,,,,,,,,,,,,,,,,,
2173,XBRBRT/,,,,,,,,,,,,,,,,,
2174,XBRH/,,,,,,,,,,,,,,,,,
2175,XBRWN/,,,,,,,,,,,,,,,,,
2176,XBRWN=/,Hebron,,,,,,,,,,,,,,,,
2177,XBRJ/,,,,,,,,,,,,,,,,,
2178,XBRNJ/,,,,,,,,,,,,,,,,,
2179,XBRT/,,,,,,,,,,,,,,,,,
2180,XBRT=/,,,,,,,,,,,,,,,,,
2181,XBC[,,"sadle, binde, forbinde",,,,,,,,,,,,,,,
2182,XBTJM/,,,,,,,,,,,,,,,,,
2183,XG/,,,,,,,,,,,,,,,,,
2184,XG>/,,,,,,,,,,,,,,,,,
2185,XGB/,græshopper,,,,,,,,,,,,,,,,
2186,XGB=/,,,,,,,,,,,,,,,,,
2187,XGBH/,,,,,,,,,,,,,,,,,
2188,XGG[,,,,,,,,,,,,,,,,,
2189,XGW/,,,,,,,,,,,,,,,,,
2190,XGWR/,,,,,,,,,,,,,,,,,
2191,XGWR=/,,,,,,,,,,,,,,,,,
2192,XGWRH/,"lændeklæde, bælte",,,,,,,,,,,,,,,,
2193,XGJ/,,,,,,,,,,,,,,,,,
2194,XGJ=/,,,,,,,,,,,,,,,,,
2195,XGJ==/,,,,,,,,,,,,,,,,,
2196,XGJH/,,,,,,,,,,,,,,,,,
2197,XGJT/,Haggit,,,,,,,,,,,,,,,,
2198,XGLH/,,,,,,,,,,,,,,,,,
2199,XGR[,,"spænde bælte, binde lændeklæde omkring sig",,,,,,,,,,,,,,,
2200,XD/,,,,,,,,,,,,,,,,,
2201,XD=/,,,,,,,,,,,,,,,,,
2202,XDD/,,,,,,,,,,,,,,,,,
2203,XDD[,,,,,,,,,,,,,,,,,
2204,XDH[,,,,,,,,,,,,,,,,,
2205,XDWDJM/,,,,,,,,,,,,,,,,,
2206,XDWH/,,,,,,,,,,,,,,,,,
2207,XDJD/,,,,,,,,,,,,,,,,,
2208,XDL/,"tab, ophør",,,,,,,,,,,,,,,,
2209,XDL=/,,,,,,,,,,,,,,,,,
2210,XDL[,,ophøre med,,,,,,,,,,,,,,,
2211,XDLJ/,,,,,,,,,,,,,,,,,
2212,XDQ/,,,,,,,,,,,,,,,,,
2213,XDQL/,Tigris,,,,,,,,,,,,,,,,
2214,XDR/,"kammer, soveværelse ",,,,,,,,,,,,,,,,
2215,XDR[,,,,,,,,,,,,,,,,,
2216,XDRK/,,,,,,,,,,,,,,,,,
2217,XDC/,"ny, frisk, fornyet",,,,,,,,,,,,,,,,
2218,XDC=/,"måned, nymåne",,,,,,,,,,,,,,,,
2219,XDC==/,,,,,,,,,,,,,,,,,
2220,XDC[,,,,"forny, genoprette",,,,,,,,,,,,,
2221,XDCH/,,,,,,,,,,,,,,,,,
2222,XWB/,,,,,,,,,,,,,,,,,
2223,XWB[,,,,,,,,,,,,,,,,,
2224,XWBH/,,,,,,,,,,,,,,,,,
2225,XWG/,"hvælv, cirkel",,,,,,,,,,,,,,,,
2226,XWG[,,,,,,,,,,,,,,,,,
2227,XWD[,,,,,,,,,,,,,,,,,
2228,XWH/,,,,,,,,,,,,,,,,,
2229,XWH=/,Eva,,,,,,,,,,,,,,,,
2230,XWH=[,,,,,,,,,,,,,,,,,
2231,XWH[,,,,,,,,,"bøje sig dybt for, tilbede",,,,,,,,
2232,XWX/,,,,,,,,,,,,,,,,,
2233,XWX=/,,,,,,,,,,,,,,,,,
2234,XWV/,,,,,,,,,,,,,,,,,
2235,XWJ/,hivvitter,,,,,,,,,,,,,,,,
2236,XWJLH/,Havila,,,,,,,,,,,,,,,,
2237,XWL/,"sand, mudder",,,,,,,,,,,,,,,,
2238,XWL=/,,,,,,,,,,,,,,,,,
2239,XWL==/,,,,,,,,,,,,,,,,,
2240,XWL[,,,,,,,,,,,,,,,,,
2241,XWM/,,,,,,,,,,,,,,,,,
2242,XWMH/,mur,,,,,,,,,,,,,,,,
2243,XWS[,,"bekymre sig om, vise barmhjertighed",,,,,,,,,,,,,,,
2244,XWP/,,,,,,,,,,,,,,,,,
2245,XWPM/,,,,,,,,,,,,,,,,,
2246,XWPMJ/,,,,,,,,,,,,,,,,,
2247,XWY/,"uden for (p), udenfor, uden (adv), gade (n), ",,,,,,,,,,,,,,,,
2248,XWQQ/,,,,,,,,,,,,,,,,,
2249,XWR/,,,,,,,,,,,,,,,,,
2250,XWR=/,,,,,,,,,,,,,,,,,
2251,XWR[,,,,,,,,,,,,,,,,,
2252,XWRJ/,,,,,,,,,,,,,,,,,
2253,XWRJ=/,,,,,,,,,,,,,,,,,
2254,XWRJ==/,,,,,,,,,,,,,,,,,
2255,XWRM/,,,,,,,,,,,,,,,,,
2256,XWRN/,,,,,,,,,,,,,,,,,
2257,XWC=[,,,,,,,,,,,,,,,,,
2258,XWC[,,"haste, skynde sig",,,,,,,,,,,,,,,
2259,XWCH/,,,,,,,,,,,,,,,,,
2260,XWCJ/,,,,,,,,,,,,,,,,,
2261,XWCJM/,,,,,,,,,,,,,,,,,
2262,XWCJM=/,,,,,,,,,,,,,,,,,
2263,XWTM/,"segl, signetring",,,,,,,,,,,,,,,,
2264,XWTM=/,,,,,,,,,,,,,,,,,
2265,XZ>L/,,,,,,,,,,,,,,,,,
2266,XZH/,bryststykke,,,,,,,,,,,,,,,,
2267,XZH=/,,,,,,,,,,,,,,,,,
2268,XZH[,,"se, forstå, stirre",,,,,,,,,,,,,,,
2269,XZW/,,,,,,,,,,,,,,,,,
2270,XZWN/,,,,,,,,,,,,,,,,,
2271,XZWT/,,,,,,,,,,,,,,,,,
2272,XZWT=/,,,,,,,,,,,,,,,,,
2273,XZJ>L/,,,,,,,,,,,,,,,,,
2274,XZJH/,,,,,,,,,,,,,,,,,
2275,XZJWN/,,,,,,,,,,,,,,,,,
2276,XZJWN=/,,,,,,,,,,,,,,,,,
2277,XZJZ/,,,,,,,,,,,,,,,,,
2278,XZJR/,,,,,,,,,,,,,,,,,
2279,XZJR=/,,,,,,,,,,,,,,,,,
2280,XZQ/,"stærk, høj",,,,,,,,,,,,,,,,
2281,XZQ=/,,,,,,,,,,,,,,,,,
2282,XZQ==/,stærk,,,,,,,,,,,,,,,,
2283,XZQ===/,,,,,,,,,,,,,,,,,
2284,XZQ[,,"være stærk, blive stærk",,"gøre stærk, styrke",,"styrke sig selv, finde mod til",gribe,,,,,,,,,,
2285,XZQH/,styrke,,,,,,,,,,,,,,,,
2286,XZQH=/,,,,,,,,,,,,,,,,,
2287,XZQJ/,,,,,,,,,,,,,,,,,
2288,XZQJH/,,,,,,,,,,,,,,,,,
2289,XZQJHW/,Hizkija,,,,,,,,,,,,,,,,
2290,XX/,,,,,,,,,,,,,,,,,
2291,XV>/,"synd, skyld, fejl",,,,,,,,,,,,,,,,
2292,XV>=/,"synder, syndig",,,,,,,,,,,,,,,,
2293,XV>[,,"synde, blive skyldig, ramme forbi",,"rense, give et syndoffer",,"rense sig, trække sig tilbage","få til at synde, erklære skyldig, ramme forbi",,,,,,,,,,
2294,XV>H/,,,,,,,,,,,,,,,,,
2295,XV>H=/,,,,,,,,,,,,,,,,,
2296,XV>H==/,,,,,,,,,,,,,,,,,
2297,XV>T/,"synd, syndoffer, soning",,,,,,,,,,,,,,,,
2298,XVB=[,,,,,,,,,,,,,,,,,
2299,XVB[,,,,,,,,,,,,,,,,,
2300,XVH/,,,,,,,,,,,,,,,,,
2301,XVWC/,,,,,,,,,,,,,,,,,
2302,XVJV>/,,,,,,,,,,,,,,,,,
2303,XVJL/,,,,,,,,,,,,,,,,,
2304,XVJP>/,,,,,,,,,,,,,,,,,
2305,XVM[,,,,,,,,,,,,,,,,,
2306,XVP[,,,,,,,,,,,,,,,,,
2307,XVR/,,,,,,,,,,,,,,,,,
2308,XJ/,levende,,,,,,,,,,,,,,,,
2309,XJ=/,,,,,,,,,,,,,,,,,
2310,XJ>L/,,,,,,,,,,,,,,,,,
2311,XJDH/,,,,,,,,,,,,,,,,,
2312,XJH/,vilde dyr,,,,,,,,,,,,,,,,
2313,XJH=/,,,,,,,,,,,,,,,,,
2314,XJH==/,,,,,,,,,,,,,,,,,
2315,XJH[,,"være i live, leve, komme til kræfterve",,"holde i live, forårsage liv",,,"holde i live, forårsage liv, genoplive",,,,,,,,,,
2316,XJWT/,,,,,,,,,,,,,,,,,
2317,XJJM/,liv; livstid (pl),,,,,,,,,,,,,,,,
2318,XJL/,"styrke, rigdom, hær",,,,,,,,,,,,,,,,
2319,XJL=/,,,,,,,,,,,,,,,,,
2320,XJL==/,,,,,,,,,,,,,,,,,
2321,XJL==[,,,,,,,,,,,,,,,,,
2322,XJL=[,,,,,,,,,,,,,,,,,
2323,XJL[,,,,,"fødes, komme til at bæve",,,,,,,,,,,,
2324,XJLH/,,,,,,,,,,,,,,,,,
2325,XJLZ/,,,,,,,,,,,,,,,,,
2326,XJLK/,,,,,,,,,,,,,,,,,
2327,XJLM/,,,,,,,,,,,,,,,,,
2328,XJN/,,,,,,,,,,,,,,,,,
2329,XJY/,,,,,,,,,,,,,,,,,
2330,XJYWN/,,,,,,,,,,,,,,,,,
2331,XJQ/,"bryst, skød",,,,,,,,,,,,,,,,
2332,XJRH/,,,,,,,,,,,,,,,,,
2333,XJRM/,,,,,,,,,,,,,,,,,
2334,XJC/,,,,,,,,,,,,,,,,,
2335,XK/,,,,,,,,,,,,,,,,,
2336,XKH/,,,,,,,,,,,,,,,,,
2337,XKH[,,,,,,,,,,,,,,,,,
2338,XKJLH/,,,,,,,,,,,,,,,,,
2339,XKLJH/,,,,,,,,,,,,,,,,,
2340,XKLJLJ/,,,,,,,,,,,,,,,,,
2341,XKLLWT/,,,,,,,,,,,,,,,,,
2342,XKM/,"vis, dygtig",,,,,,,,,,,,,,,,
2343,XKM[,,"være vis, handle klogt",,,,,,,,,,,,,,,
2344,XKMH/,"visdom, evner, erfaring",,,,,,,,,,,,,,,,
2345,XKMWNJ/,,,,,,,,,,,,,,,,,
2346,XKMWT/,,,,,,,,,,,,,,,,,
2347,XL/,,,,,,,,,,,,,,,,,
2348,XL>[,,,,,,,,,,,,,,,,,
2349,XL>H/,,,,,,,,,,,,,,,,,
2350,XL>H=/,,,,,,,,,,,,,,,,,
2351,XLB/,mælk,,,,,,,,,,,,,,,,
2352,XLB=/,"fedt, det bedste",,,,,,,,,,,,,,,,
2353,XLB==/,,,,,,,,,,,,,,,,,
2354,XLBH/,,,,,,,,,,,,,,,,,
2355,XLBWN/,,,,,,,,,,,,,,,,,
2356,XLBNH/,,,,,,,,,,,,,,,,,
2357,XLD/,,,,,,,,,,,,,,,,,
2358,XLD=/,,,,,,,,,,,,,,,,,
2359,XLD==/,,,,,,,,,,,,,,,,,
2360,XLDH/,,,,,,,,,,,,,,,,,
2361,XLDJ/,,,,,,,,,,,,,,,,,
2362,XLH/,,,,,,,,,,,,,,,,,
2363,XLH[,,"være syg, være svag",,,,,"gøre syg, svække",,,,,,,,,,
2364,XLWM/,drøm,,,,,,,,,,,,,,,,
2365,XLWN/,,,,,,,,,,,,,,,,,
2366,XLWP/,,,,,,,,,,,,,,,,,
2367,XLWCH/,,,,,,,,,,,,,,,,,
2368,XLX/,,,,,,,,,,,,,,,,,
2369,XLXWL/,,,,,,,,,,,,,,,,,
2370,XLXLH/,,,,,,,,,,,,,,,,,
2371,XLV[,,,,,,,,,,,,,,,,,
2372,XLJ/,sygdom,,,,,,,,,,,,,,,,
2373,XLJ=/,,,,,,,,,,,,,,,,,
2374,XLJ==/,,,,,,,,,,,,,,,,,
2375,XLJH/,,,,,,,,,,,,,,,,,
2376,XLJL/,fløjte,,,,,,,,,,,,,,,,
2377,XLJLH,"langtfra, det kan umuligt være sådan at",,,,,,,,,,,,,,,,
2378,XLJPH/,,,,,,,,,,,,,,,,,
2379,XLJYH/,,,,,,,,,,,,,,,,,
2380,XLKH/,,,,,,,,,,,,,,,,,
2381,XLL/,,,,,,,,,,,,,,,,,
2382,XLL==[,,,,spille på fløjte,,,,,,,,,,,,,
2383,XLL=[,,,,,gennembores,,,,,,,,,,,,
2384,XLL[,,,,,,,begynde,,,,,,,,,,
2385,XLM/,,,,,,,,,,,,,,,,,
2386,XLM[,,,,,,,,,,,,,,,,,
2387,XLMWT/,,,,,,,,,,,,,,,,,
2388,XLMJC/,,,,,,,,,,,,,,,,,
2389,XLN/,,,,,,,,,,,,,,,,,
2390,XLN=/,,,,,,,,,,,,,,,,,
2391,XLP/,,,,,,,,,,,,,,,,,
2392,XLP=/,,,,,,,,,,,,,,,,,
2393,XLP=[,,,,,,,,,,,,,,,,,
2394,XLP[,,"passere forbi, følge efter",,,,,"erstatte, ændre",,,,,,,,,,
2395,XLY/,lænd,,,,,,,,,,,,,,,,
2396,XLY=/,,,,,,,,,,,,,,,,,
2397,XLY[,,,,"befri, plydre",,,,,,,,,,,,,
2398,XLQ/,,,,,,,,,,,,,,,,,
2399,XLQ=/,,,,,,,,,,,,,,,,,
2400,XLQ==/,,,,,,,,,,,,,,,,,
2401,XLQ===/,,,,,,,,,,,,,,,,,
2402,XLQ====/,,,,,,,,,,,,,,,,,
2403,XLQ=[,,,,,,,,,,,,,,,,,
2404,XLQ[,,,,sprede,,,,,,,,,,,,,
2405,XLQH/,,,,,,,,,,,,,,,,,
2406,XLQH=/,,,,,,,,,,,,,,,,,
2407,XLQH==/,,,,,,,,,,,,,,,,,
2408,XLQJ/,,,,,,,,,,,,,,,,,
2409,XLQJ=/,,,,,,,,,,,,,,,,,
2410,XLQJH/,,,,,,,,,,,,,,,,,
2411,XLQJHW/,,,,,,,,,,,,,,,,,
2412,XLQLQWT/,,,,,,,,,,,,,,,,,
2413,XLQT/,,,,,,,,,,,,,,,,,
2414,XLQT_HYWRJM/,,,,,,,,,,,,,,,,,
2415,XLC/,,,,,,,,,,,,,,,,,
2416,XLC[,,,,,,,,,,,,,,,,,
2417,XM/,,,,,,,,,,,,,,,,,
2418,XM=/,,,,,,,,,,,,,,,,,
2419,XM==/,,,,,,,,,,,,,,,,,
2420,XM===/,Kam,,,,,,,,,,,,,,,,
2421,XM>H/,surmælk,,,,,,,,,,,,,,,,
2422,XMD/,,,,,,,,,,,,,,,,,
2423,XMD[,,"begære, have lyst til",være attråværdig,,,,,,,,,,,,,,
2424,XMDH/,,,,,,,,,,,,,,,,,
2425,XMDWT/,,,,,,,,,,,,,,,,,
2426,XMDN/,,,,,,,,,,,,,,,,,
2427,XMH/,"vrede, gift",,,,,,,,,,,,,,,,
2428,XMH=/,,,,,,,,,,,,,,,,,
2429,XMW>L/,,,,,,,,,,,,,,,,,
2430,XMWVL/,,,,,,,,,,,,,,,,,
2431,XMWL/,,,,,,,,,,,,,,,,,
2432,XMWLJ/,,,,,,,,,,,,,,,,,
2433,XMWN/,,,,,,,,,,,,,,,,,
2434,XMWY/,,,,,,,,,,,,,,,,,
2435,XMWY=/,,,,,,,,,,,,,,,,,
2436,XMWQ/,,,,,,,,,,,,,,,,,
2437,XMWR/,æselhoppe,,,,,,,,,,,,,,,,
2438,XMWR=/,,,,,,,,,,,,,,,,,
2439,XMWT/,,,,,,,,,,,,,,,,,
2440,XMV/,,,,,,,,,,,,,,,,,
2441,XMVH/,,,,,,,,,,,,,,,,,
2442,XMJY/,,,,,,,,,,,,,,,,,
2443,XMJCJ/,femte,,,,,,,,,,,,,,,,
2444,XMJCJT/,,,,,,,,,,,,,,,,,
2445,XML[,,,,,,,,,,,,,,,,,
2446,XMLH/,,,,,,,,,,,,,,,,,
2447,XMLH=/,,,,,,,,,,,,,,,,,
2448,XMM[,,være varm,,,,,,,,,,,,,,,
2449,XMN/,,,,,,,,,,,,,,,,,
2450,XMS/,"vold, uret",,,,,,,,,,,,,,,,
2451,XMS[,,øve vold imod,,,,,,,,,,,,,,,
2452,XMY/,,,,,,,,,,,,,,,,,
2453,XMY=/,,,,,,,,,,,,,,,,,
2454,XMY=[,,,,,,,,,,,,,,,,,
2455,XMY[,,,,,,,,,,,,,,,,,
2456,XMQ[,,,,,,,,,,,,,,,,,
2457,XMR/,"mørtel, ler",,,,,,,,,,,,,,,,
2458,XMR=/,homer,,,,,,,,,,,,,,,,
2459,XMR==/,"tjære, asfalt",,,,,,,,,,,,,,,,
2460,XMR===/,,,,,,,,,,,,,,,,,
2461,XMR=[,,,,,,,,,,,,,,,,,
2462,XMR[,,"dække, skumme",,,,,,,,,,,,,,,
2463,XMRN/,,,,,,,,,,,,,,,,,
2464,XMC/,fem,,,,,,,,,,,,,,,,
2465,XMC=/,,,,,,,,,,,,,,,,,
2466,XMC==/,,,,,,,,,,,,,,,,,
2467,XMC[,,,,,,,,,,,,,,,,,
2468,XMT/,,,,,,,,,,,,,,,,,
2469,XMT=/,,,,,,,,,,,,,,,,,
2470,XMT==/,,,,,,,,,,,,,,,,,
2471,XMT===/,,,,,,,,,,,,,,,,,
2472,XMT_D>R/,,,,,,,,,,,,,,,,,
2473,XMT_YWB>/,,,,,,,,,,,,,,,,,
2474,XMTJ/,,,,,,,,,,,,,,,,,
2475,XN/,"anerkendelse, påskønnelse, overbærenhed, nåde, ynde",,,,,,,,,,,,,,,,
2476,XN=/,,,,,,,,,,,,,,,,,
2477,XNDD/,,,,,,,,,,,,,,,,,
2478,XNH/,,,,,,,,,,,,,,,,,
2479,XNH=[,,,,,,,,,,,,,,,,,
2480,XNH[,,slå lejr,,,,,,,,,,,,,,,
2481,XNWK/,,,,,,,,,,,,,,,,,
2482,XNWK=/,,,,,,,,,,,,,,,,,
2483,XNWN/,"nåde, imødekommende",,,,,,,,,,,,,,,,
2484,XNWN=/,,,,,,,,,,,,,,,,,
2485,XNWT/,,,,,,,,,,,,,,,,,
2486,XNV[,,,,,,,,,,,,,,,,,
2487,XNVJM/,,,,,,,,,,,,,,,,,
2488,XNJ>L/,,,,,,,,,,,,,,,,,
2489,XNJK/,,,,,,,,,,,,,,,,,
2490,XNJNH/,,,,,,,,,,,,,,,,,
2491,XNJT/,"spyd, kastespyd",,,,,,,,,,,,,,,,
2492,XNK[,,,,,,,,,,,,,,,,,
